_link,id,tag,date,ocid,initiationType,buyer_id,buyer_name,tender_id,tender_title,tender_procurementMethodDetails,tender_status,tender_mainProcurementCategory,tender_awardCriteriaDetails,tender_description,tender_hasEnquiries,tender_eligibilityCriteria,tender_awardCriteria,tender_procurementMethod,tender_procurementMethodRationale,tender_numberOfTenderers,tender_value_amount,tender_value_currency,tender_minValue_amount,tender_minValue_currency,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_enquiryPeriod_endDate,tender_enquiryPeriod_startDate,planning_rationale,planning_budget_id,planning_budget_description,planning_budget_project,planning_budget_projectID,planning_budget_amount_amount,planning_budget_amount_currency,tender_awardPeriod_startDate,tender_awardPeriod_endDate
1473,ocds-rw2stw-CSH-5652/22/074/075-2018-01-24T00:00:00+05:45,compiled,2018-01-24T00:00:00+05:45,ocds-rw2stw-CSH-5652/22/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-5652/22/074/075,Procurement of Sports Utility Vehicle (SUV),NCB,active,goods,,,false,,,open,,2,0,NPR,0,NPR,2018-02-23T12:00:00+05:45,2018-01-24T00:00:00+05:45,2018-02-13T12:00:00+05:45,2018-01-24T00:00:00+05:45,null,29411,Government Budget,Procurement of Sports Utility Vehicle (SUV),5652,n/a,NPR,,
1474,ocds-rw2stw-CSH-6564/24/074/075-2018-02-14T00:00:00+05:45,compiled,2018-02-14T00:00:00+05:45,ocds-rw2stw-CSH-6564/24/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-6564/24/074/075,High End Color Doppler Ultrasound System with All Applications,NCB,active,goods,,,false,,,open,,6,0,NPR,0,NPR,2018-03-16T12:00:00+05:45,2018-02-14T00:00:00+05:45,2018-03-06T12:00:00+05:45,2018-02-14T00:00:00+05:45,null,29551,Government Budget,High End Color Doppler Ultrasound System with All Applications,6564,n/a,NPR,,
1475,ocds-rw2stw-CMJ-12251/CNM/GOODS/NCB/1/074/075-2018-07-03T00:00:00+05:45,compiled,2018-07-03T00:00:00+05:45,ocds-rw2stw-CMJ-12251/CNM/GOODS/NCB/1/074/075,tender,66f7aae0ec6089f13ff8d5a2b4ffbbd9,"Chandannath Municipality , Jumla",CMJ-12251/CNM/GOODS/NCB/1/074/075,Supply and Delivery of 4WD Double Cab Pickup,NCB,active,goods,,,false,,,open,,2,0,NPR,0,NPR,2018-08-02T12:00:00+05:45,2018-07-03T00:00:00+05:45,2018-07-23T12:00:00+05:45,2018-07-03T00:00:00+05:45,null,-,Internal Resources,Supply and Delivery of 4WD Double Cab Pickup,12251,n/a,NPR,,
1476,ocds-rw2stw-CSMS-1654/CSGM/NCB/01/074-75-2017-09-04T10:00:00+05:45,compiled,2017-09-04T10:00:00+05:45,ocds-rw2stw-CSMS-1654/CSGM/NCB/01/074-75,tender,1d672b11f145f9380c6175141a96a376,"Chautara Sangachokgadhi municipality, Sindhupalchok",CSMS-1654/CSGM/NCB/01/074-75,Procurement of Tubular Steel Poles,NCB,active,goods,,,false,,,open,,1,0,NPR,0,NPR,2017-10-04T12:00:00+05:45,2017-09-04T10:00:00+05:45,2017-09-24T12:00:00+05:45,2017-09-04T10:00:00+05:45,null,1,Government Budget,Procurement of Tubular Steel Poles,1654,n/a,NPR,,
1477,ocds-rw2stw-CM-6370/Chainpur Municipality/Shankhuwasava/01/074/75/NCB-2018-03-19T00:00:00+05:45,compiled,2018-03-19T00:00:00+05:45,ocds-rw2stw-CM-6370/Chainpur Municipality/Shankhuwasava/01/074/75/NCB,tender,582a99368024cdfc30d76cec8495dc7d,Chainpur Municipality,CM-6370/Chainpur Municipality/Shankhuwasava/01/074/75/NCB,Chainpur Zero point to Pokhari Bazaar Road Black Top Work (DBST) ,NCB,active,works,,,false,,,open,,2,0,NPR,0,NPR,2018-04-03T12:00:00+05:45,2018-03-19T00:00:00+05:45,2018-03-24T12:00:00+05:45,2018-03-19T00:00:00+05:45,null,26611,Government Budget,Chainpur Zero point to Pokhari Bazaar Road Black Top Work (DBST) ,6370,n/a,NPR,,
1478,ocds-rw2stw-CMJ-8954/CNM/ROAD/NCB/11/074/75-2018-04-06T00:00:00+05:45,compiled,2018-04-06T00:00:00+05:45,ocds-rw2stw-CMJ-8954/CNM/ROAD/NCB/11/074/75,tender,66f7aae0ec6089f13ff8d5a2b4ffbbd9,"Chandannath Municipality , Jumla",CMJ-8954/CNM/ROAD/NCB/11/074/75,Construction of New Bridge-Khalla Road upgrading ,NCB,active,works,,,false,,,open,,11,0,NPR,0,NPR,2018-05-07T12:00:00+05:45,2018-04-06T00:00:00+05:45,2018-04-27T12:00:00+05:45,2018-04-06T00:00:00+05:45,null,8013123,Government Budget,Construction of New Bridge-Khalla Road upgrading ,8954,n/a,NPR,,
1479,ocds-rw2stw-CNP-4531/09-074/75-2017-12-29T00:00:00+05:45,compiled,2017-12-29T00:00:00+05:45,ocds-rw2stw-CNP-4531/09-074/75,tender,951bcfc0d37595229fb855da83d0525b,Chitwan National Park,CNP-4531/09-074/75,Construction of All Weather Road No.1 (Gravelling Work),NCB,active,works,,,false,,,open,,5,0,NPR,0,NPR,2018-01-29T12:00:00+05:45,2017-12-29T00:00:00+05:45,2018-01-19T12:00:00+05:45,2017-12-29T00:00:00+05:45,null,3291153,Government Budget,Construction of All Weather Road No.1 (Gravelling Work),4531,n/a,NPR,,
1480,ocds-rw2stw-CSH-3724/16/074/075-2017-12-06T00:00:00+05:45,compiled,2017-12-06T00:00:00+05:45,ocds-rw2stw-CSH-3724/16/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-3724/16/074/075,Procurement of Q Switched ND-YAG Laser System,NCB,active,goods,,,true,,,open,,3,0,NPR,0,NPR,2018-01-07T12:00:00+05:45,2017-12-06T00:00:00+05:45,2017-12-28T12:00:00+05:45,2017-12-06T00:00:00+05:45,null,29511,Government Budget,Procurement of Q Switched ND-YAG Laser System,3724,n/a,NPR,,
1481,ocds-rw2stw-CMJ-9595/CNM/ROAD/NCB/17/074/075-2018-04-18T00:00:00+05:45,compiled,2018-04-18T00:00:00+05:45,ocds-rw2stw-CMJ-9595/CNM/ROAD/NCB/17/074/075,tender,66f7aae0ec6089f13ff8d5a2b4ffbbd9,"Chandannath Municipality , Jumla",CMJ-9595/CNM/ROAD/NCB/17/074/075,Construction of Chhinasangu-Chyana Road Construction Works ,NCB,active,works,,,false,,,open,,6,0,NPR,0,NPR,2018-05-18T12:00:00+05:45,2018-04-18T00:00:00+05:45,2018-05-08T12:00:00+05:45,2018-04-18T00:00:00+05:45,null,8013123,Government Budget,Construction of Chhinasangu-Chyana Road Construction Works ,9595,n/a,NPR,,
1482,ocds-rw2stw-DADOC-8278/DADOChitwan/goods/04/074-75-2018-04-02T11:00:00+05:45,compiled,2018-04-02T11:00:00+05:45,ocds-rw2stw-DADOC-8278/DADOChitwan/goods/04/074-75,tender,e346afe41844f0cdd330034a96f6c68a,"District Agriculture Development Office, Chitwan",DADOC-8278/DADOChitwan/goods/04/074-75,Procurement of Machinary Equipments of Chitwan Samudayik Machha Dana Udhyog,NCB,active,goods,,,false,,,open,,1,0,NPR,0,NPR,2018-05-02T12:00:00+05:45,2018-04-02T11:00:00+05:45,2018-04-22T12:00:00+05:45,2018-04-02T11:00:00+05:45,null,312102,Government Budget,Procurement of Machinary Equipments of Chitwan Samudayik Machha Dana Udhyog,8278,n/a,NPR,,
1483,ocds-rw2stw-CMJ-8961/CNM/ROAD/NCB/15/074/75-2018-04-06T00:00:00+05:45,compiled,2018-04-06T00:00:00+05:45,ocds-rw2stw-CMJ-8961/CNM/ROAD/NCB/15/074/75,tender,66f7aae0ec6089f13ff8d5a2b4ffbbd9,"Chandannath Municipality , Jumla",CMJ-8961/CNM/ROAD/NCB/15/074/75,Construction of Land Fill site road upgrading ,NCB,active,works,,,false,,,open,,6,0,NPR,0,NPR,2018-05-07T12:00:00+05:45,2018-04-06T00:00:00+05:45,2018-04-27T12:00:00+05:45,2018-04-06T00:00:00+05:45,null,8013123,Government Budget,Construction of Land Fill site road upgrading ,8961,n/a,NPR,,
1484,ocds-rw2stw-CSMS-1111/CSGM/2073-74/02-2017-06-04T10:00:00+05:45,compiled,2017-06-04T10:00:00+05:45,ocds-rw2stw-CSMS-1111/CSGM/2073-74/02,tender,1d672b11f145f9380c6175141a96a376,"Chautara Sangachokgadhi municipality, Sindhupalchok",CSMS-1111/CSGM/2073-74/02,Construction of Chutara Sangachokgadhi Municipality Building.,NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-07-04T12:00:00+05:45,2017-06-04T10:00:00+05:45,2017-06-24T12:00:00+05:45,2017-06-04T10:00:00+05:45,null,Chutara02,Government Budget,Construction of Chutara Sangachokgadhi Municipality Building.,1111,n/a,NPR,,
1485,ocds-rw2stw-CRM-10107/CRM/W/NCB/01-2018-05-01T00:00:00+05:45,compiled,2018-05-01T00:00:00+05:45,ocds-rw2stw-CRM-10107/CRM/W/NCB/01,tender,06ae391963a7b1028a5118d457039db6,Chure Rural Municipality,CRM-10107/CRM/W/NCB/01,Construction of Office Building complex of Chure Rural Municipality,NCB,active,works,,,false,,,open,,4,0,NPR,0,NPR,2018-05-31T12:00:00+05:45,2018-05-01T00:00:00+05:45,2018-05-21T12:00:00+05:45,2018-05-01T00:00:00+05:45,null,26611,Government Budget,Construction of Office Building complex of Chure Rural Municipality,10107,n/a,NPR,,
1486,ocds-rw2stw-CMJ-8960/CNM/ROAD/NCB/14/074/75-2018-04-06T00:00:00+05:45,compiled,2018-04-06T00:00:00+05:45,ocds-rw2stw-CMJ-8960/CNM/ROAD/NCB/14/074/75,tender,66f7aae0ec6089f13ff8d5a2b4ffbbd9,"Chandannath Municipality , Jumla",CMJ-8960/CNM/ROAD/NCB/14/074/75,Construction of Talium Road upgrading,NCB,active,works,,,false,,,open,,12,0,NPR,0,NPR,2018-05-07T12:00:00+05:45,2018-04-06T00:00:00+05:45,2018-04-27T12:00:00+05:45,2018-04-06T00:00:00+05:45,null,8013123,Government Budget,Construction of Talium Road upgrading,8960,n/a,NPR,,
1487,ocds-rw2stw-CSH-4051/19/074/075-2017-12-13T00:00:00+05:45,compiled,2017-12-13T00:00:00+05:45,ocds-rw2stw-CSH-4051/19/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-4051/19/074/075,Procurement of Dental Lab Accessories,Sealed Quotation,active,goods,,,false,,,open,,0,0,NPR,0,NPR,2017-12-28T12:00:00+05:45,2017-12-13T00:00:00+05:45,2017-12-13T12:00:00+05:45,2017-12-13T00:00:00+05:45,null,29511,,Procurement of Dental Lab Accessories,4051,n/a,NPR,,
1488,ocds-rw2stw-CRM-5902/CRM/G/NCB/ARG/02/074/75-2018-01-28T00:00:00+05:45,compiled,2018-01-28T00:00:00+05:45,ocds-rw2stw-CRM-5902/CRM/G/NCB/ARG/02/074/75,tender,0669fe566301eb0364c1b01c8f277911,Chhatradev Rural Municipality,CRM-5902/CRM/G/NCB/ARG/02/074/75,Supply and delivery of Fabricated Steel Tubular Poles at the location of Chhatradev rural Municipality.,NCB,active,goods,,,false,,,open,,3,0,NPR,0,NPR,2018-02-27T12:00:00+05:45,2018-01-28T00:00:00+05:45,2018-02-17T12:00:00+05:45,2018-01-28T00:00:00+05:45,null,801664,Government Budget,Supply and delivery of Fabricated Steel Tubular Poles at the location of Chhatradev rural Municipality.,5902,n/a,NPR,,
1489,ocds-rw2stw-CPB-2455/chandiration2074/75/2-2017-10-12T17:30:00+05:45,compiled,2017-10-12T17:30:00+05:45,ocds-rw2stw-CPB-2455/chandiration2074/75/2,tender,07fbfb0ad43cdbf48eff8410b1fe8855,CHANDI PRASAD BN,CPB-2455/chandiration2074/75/2,Ration Tender Chandi Prasad Battalion 2074/75,NCB,active,goods,,,false,,,open,,4,0,NPR,0,NPR,2017-11-13T12:00:00+05:45,2017-10-12T17:30:00+05:45,2017-11-03T12:00:00+05:45,2017-10-12T17:30:00+05:45,null,3450133,Government Budget,Ration Tender Chandi Prasad Battalion 2074/75,2455,n/a,NPR,,
1490,ocds-rw2stw-CSH-3314/15/074/075-2017-12-06T00:00:00+05:45,compiled,2017-12-06T00:00:00+05:45,ocds-rw2stw-CSH-3314/15/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-3314/15/074/075,Procurement of Flexible Video Bronchoscope,NCB,active,goods,,,false,,,open,,3,0,NPR,0,NPR,2018-01-05T12:00:00+05:45,2017-12-06T00:00:00+05:45,2017-12-26T12:00:00+05:45,2017-12-06T00:00:00+05:45,null,29511,Government Budget,Procurement of Flexible Video Bronchoscope,3314,n/a,NPR,,
1491,ocds-rw2stw-CSH-11154/54/074/075-2018-05-23T00:00:00+05:45,compiled,2018-05-23T00:00:00+05:45,ocds-rw2stw-CSH-11154/54/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-11154/54/074/075,Procurement of 256 or more Slice CT Scan Machine through Buy Back Method,NCB,active,goods,,,false,,,open,,3,0,NPR,0,NPR,2018-06-22T12:00:00+05:45,2018-05-23T00:00:00+05:45,2018-06-12T12:00:00+05:45,2018-05-23T00:00:00+05:45,null,29511,Government Budget,Procurement of 256 or more Slice CT Scan Machine through Buy Back Method,11154,n/a,NPR,,
1492,ocds-rw2stw-CSH-6935/34/074/075-2018-02-23T00:00:00+05:45,compiled,2018-02-23T00:00:00+05:45,ocds-rw2stw-CSH-6935/34/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-6935/34/074/075,"Hysteroscope, Hand Instrument & Irrigation System",NCB,active,goods,,,false,,,open,,3,0,NPR,0,NPR,2018-03-28T12:00:00+05:45,2018-02-23T00:00:00+05:45,2018-03-18T12:00:00+05:45,2018-02-23T00:00:00+05:45,null,29511,Government Budget,"Hysteroscope, Hand Instrument & Irrigation System",6935,n/a,NPR,,
1493,ocds-rw2stw-CNP-3430/08-074/ 75-2017-11-22T00:00:00+05:45,compiled,2017-11-22T00:00:00+05:45,ocds-rw2stw-CNP-3430/08-074/ 75,tender,951bcfc0d37595229fb855da83d0525b,Chitwan National Park,CNP-3430/08-074/ 75,Ration procurement for Elephants' Staff and Elephant,NCB,active,goods,,,false,,,open,,0,0,NPR,0,NPR,2017-12-22T12:00:00+05:45,2017-11-22T00:00:00+05:45,2017-12-12T12:00:00+05:45,2017-11-22T00:00:00+05:45,null,3290193,Government Budget,Ration procurement for Elephants' Staff and Elephant,3430,n/a,NPR,,
1494,ocds-rw2stw-CSH-6938/47/2074/075-2018-04-20T00:00:00+05:45,compiled,2018-04-20T00:00:00+05:45,ocds-rw2stw-CSH-6938/47/2074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-6938/47/2074/075,Video Larygoscope,Sealed Quotation,active,goods,,,false,,,open,,1,0,NPR,0,NPR,2018-05-07T12:00:00+05:45,2018-04-20T00:00:00+05:45,2018-04-22T12:00:00+05:45,2018-04-20T00:00:00+05:45,null,29511,,Video Larygoscope,6938,n/a,NPR,,
1495,ocds-rw2stw-CVH-7283/CVH/G/NCB/2074/75/01-2018-03-04T10:00:00+05:45,compiled,2018-03-04T10:00:00+05:45,ocds-rw2stw-CVH-7283/CVH/G/NCB/2074/75/01,tender,ae46387adb52f81710fd44c785986852,Central Veterinary Hospital,CVH-7283/CVH/G/NCB/2074/75/01,Supply and Delivery of Veterinary Laboratory Ambulance with Tailgate platform and Equipment,NCB,active,goods,,,false,,,open,,1,0,NPR,0,NPR,2018-04-03T12:00:00+05:45,2018-03-04T10:00:00+05:45,2018-03-24T12:00:00+05:45,2018-03-04T10:00:00+05:45,null,1234,Government Budget,Supply and Delivery of Veterinary Laboratory Ambulance with Tailgate platform and Equipment,7283,n/a,NPR,,
1496,ocds-rw2stw-CRL-2226/CRL-01-2017-10-10T15:00:00+05:45,compiled,2017-10-10T15:00:00+05:45,ocds-rw2stw-CRL-2226/CRL-01,tender,5927e3b0fc248b40e73c63e558615570,Central Road Laboratory,CRL-2226/CRL-01,Procurement of laboratory Equipments,NCB,active,goods,,,false,,,open,,1,0,NPR,0,NPR,2017-11-09T12:00:00+05:45,2017-10-10T15:00:00+05:45,2017-10-30T12:00:00+05:45,2017-10-10T15:00:00+05:45,null,337017-4,Government Budget,Procurement of laboratory Equipments,2226,n/a,NPR,,
1497,ocds-rw2stw-CNP-3431/07-074/ 75-2017-11-22T00:00:00+05:45,compiled,2017-11-22T00:00:00+05:45,ocds-rw2stw-CNP-3431/07-074/ 75,tender,951bcfc0d37595229fb855da83d0525b,Chitwan National Park,CNP-3431/07-074/ 75,Ration Procurement for National Park Staff,NCB,active,goods,,,false,,,open,,0,0,NPR,0,NPR,2017-12-22T12:00:00+05:45,2017-11-22T00:00:00+05:45,2017-12-12T12:00:00+05:45,2017-11-22T00:00:00+05:45,null,3291153,Government Budget,Ration Procurement for National Park Staff,3431,n/a,NPR,,
1498,ocds-rw2stw-CMJ-9469/CNM/ROAD/NCB/16/074/075-2018-04-15T00:00:00+05:45,compiled,2018-04-15T00:00:00+05:45,ocds-rw2stw-CMJ-9469/CNM/ROAD/NCB/16/074/075,tender,66f7aae0ec6089f13ff8d5a2b4ffbbd9,"Chandannath Municipality , Jumla",CMJ-9469/CNM/ROAD/NCB/16/074/075,Construction of Kalekholi-Chere Road & Canal Lining Works ,NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2018-05-02T12:00:00+05:45,2018-04-15T00:00:00+05:45,2018-04-22T12:00:00+05:45,2018-04-15T00:00:00+05:45,null,8013123,Government Budget,Construction of Kalekholi-Chere Road & Canal Lining Works ,9469,n/a,NPR,,
1499,ocds-rw2stw-CSH-3685/52-074-75-2018-05-16T02:00:00+05:45,compiled,2018-05-16T02:00:00+05:45,ocds-rw2stw-CSH-3685/52-074-75,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-3685/52-074-75,Procurement of Electro - Hydraulics operation table,Sealed Quotation,active,goods,,,false,,,open,,6,0,NPR,0,NPR,2018-05-31T12:00:00+05:45,2018-05-16T02:00:00+05:45,2018-05-16T12:00:00+05:45,2018-05-16T02:00:00+05:45,null,29511,,Procurement of Electro - Hydraulics operation table,3685,n/a,NPR,,
1500,ocds-rw2stw-CSH-6710/28/074/075-2018-02-19T00:00:00+05:45,compiled,2018-02-19T00:00:00+05:45,ocds-rw2stw-CSH-6710/28/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-6710/28/074/075,Painting Works at Civil Service Hospital,NCB,active,works,,,false,,,open,,12,0,NPR,0,NPR,2018-03-21T12:00:00+05:45,2018-02-19T00:00:00+05:45,2018-03-11T12:00:00+05:45,2018-02-19T00:00:00+05:45,null,29221,Government Budget,Painting Works at Civil Service Hospital,6710,n/a,NPR,,
1501,ocds-rw2stw-CNP-3269/06-074/ 75-2017-11-19T00:00:00+05:45,compiled,2017-11-19T00:00:00+05:45,ocds-rw2stw-CNP-3269/06-074/ 75,tender,951bcfc0d37595229fb855da83d0525b,Chitwan National Park,CNP-3269/06-074/ 75,Wildlife Rescue Centre,NCB,active,works,,,false,,,open,,3,0,NPR,0,NPR,2017-12-19T12:00:00+05:45,2017-11-19T00:00:00+05:45,2017-12-09T12:00:00+05:45,2017-11-19T00:00:00+05:45,null,3291154,Government Budget,Wildlife Rescue Centre,3269,n/a,NPR,,
1502,ocds-rw2stw-CNP-9564/CNP/CHITWAN/WORKS/NCB/ 12-074/75-2018-04-18T00:00:00+05:45,compiled,2018-04-18T00:00:00+05:45,ocds-rw2stw-CNP-9564/CNP/CHITWAN/WORKS/NCB/ 12-074/75,tender,951bcfc0d37595229fb855da83d0525b,Chitwan National Park,CNP-9564/CNP/CHITWAN/WORKS/NCB/ 12-074/75,"Construction of Building (Commander's Quarter, Kitchen and ACO's Quarter)",NCB,active,works,,,false,,,open,,6,0,NPR,0,NPR,2018-05-18T12:00:00+05:45,2018-04-18T00:00:00+05:45,2018-05-08T12:00:00+05:45,2018-04-18T00:00:00+05:45,null,TAL,Grant,"Construction of Building (Commander's Quarter, Kitchen and ACO's Quarter)",9564,n/a,NPR,,
1503,ocds-rw2stw-DCCOK-705/DCC/KAI/ NCB/W/ 02/073-74-2017-04-12T00:00:00+05:45,compiled,2017-04-12T00:00:00+05:45,ocds-rw2stw-DCCOK-705/DCC/KAI/ NCB/W/ 02/073-74,tender,49ff9da7fe592284cc6faafb639bd887,"District Coordination Committee Office, kailali",DCCOK-705/DCC/KAI/ NCB/W/ 02/073-74,"Construction Work of Buildings for Far Western Regional Police Secondary School, Dhangadhi, Kailali    ",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-05-12T12:00:00+05:45,2017-04-12T00:00:00+05:45,2017-05-02T12:00:00+05:45,2017-04-12T00:00:00+05:45,null,101,Grant,"Construction Work of Buildings for Far Western Regional Police Secondary School, Dhangadhi, Kailali    ",705,n/a,NPR,,
1504,ocds-rw2stw-CVLTK-3513/CVL/Works/NCB/074/75-01 -2017-11-22T00:00:00+05:45,compiled,2017-11-22T00:00:00+05:45,ocds-rw2stw-CVLTK-3513/CVL/Works/NCB/074/75-01 ,tender,b84c37013b44809bda0f41cbae4d5920,"Central Veterinary Laboratory, Tripureshwor, Kathmandu",CVLTK-3513/CVL/Works/NCB/074/75-01 ,Upgrading of Newly Constructed BSL2 + Laboratory,NCB,active,works,,,false,,,open,,2,0,NPR,0,NPR,2017-12-22T12:00:00+05:45,2017-11-22T00:00:00+05:45,2017-12-12T12:00:00+05:45,2017-11-22T00:00:00+05:45,null,1234,Government Budget,Upgrading of Newly Constructed BSL2 + Laboratory,3513,n/a,NPR,,
1505,ocds-rw2stw-CM-12224/Chainpur Municipality/Shankhuwasava/03/074/75/NCB-2018-07-01T00:00:00+05:45,compiled,2018-07-01T00:00:00+05:45,ocds-rw2stw-CM-12224/Chainpur Municipality/Shankhuwasava/03/074/75/NCB,tender,582a99368024cdfc30d76cec8495dc7d,Chainpur Municipality,CM-12224/Chainpur Municipality/Shankhuwasava/03/074/75/NCB,Chainpur Busspark RCC Work with sheed and zero-busspark-tudikhel road rcc work,NCB,active,works,,,false,,,open,,17,0,NPR,0,NPR,2018-07-31T12:00:00+05:45,2018-07-01T00:00:00+05:45,2018-07-21T12:00:00+05:45,2018-07-01T00:00:00+05:45,null,31151,Government Budget,Chainpur Busspark RCC Work with sheed and zero-busspark-tudikhel road rcc work,12224,n/a,NPR,,
1506,ocds-rw2stw-CRM-10104/CRM/W/NCB/02/2074-075-2018-05-01T00:00:00+05:45,compiled,2018-05-01T00:00:00+05:45,ocds-rw2stw-CRM-10104/CRM/W/NCB/02/2074-075,tender,06ae391963a7b1028a5118d457039db6,Chure Rural Municipality,CRM-10104/CRM/W/NCB/02/2074-075,"Construction of Office Building complex of Ward Number-06, Chure Rural Municipality",NCB,active,works,,,false,,,open,,4,0,NPR,0,NPR,2018-05-31T12:00:00+05:45,2018-05-01T00:00:00+05:45,2018-05-21T12:00:00+05:45,2018-05-01T00:00:00+05:45,null,26611,Government Budget,"Construction of Office Building complex of Ward Number-06, Chure Rural Municipality",10104,n/a,NPR,,
1507,ocds-rw2stw-CNP-3179/05-074/ 75-2017-11-19T00:00:00+05:45,compiled,2017-11-19T00:00:00+05:45,ocds-rw2stw-CNP-3179/05-074/ 75,tender,951bcfc0d37595229fb855da83d0525b,Chitwan National Park,CNP-3179/05-074/ 75,Construction of Range Post,NCB,active,works,,,false,,,open,,2,0,NPR,0,NPR,2017-12-19T12:00:00+05:45,2017-11-19T00:00:00+05:45,2017-12-09T12:00:00+05:45,2017-11-19T00:00:00+05:45,null,3291154,Government Budget,Construction of Range Post,3179,n/a,NPR,,
1508,ocds-rw2stw-CRL-10469/074/75-03-2018-05-10T00:00:00+05:45,compiled,2018-05-10T00:00:00+05:45,ocds-rw2stw-CRL-10469/074/75-03,tender,5927e3b0fc248b40e73c63e558615570,Central Road Laboratory,CRL-10469/074/75-03,Laboratory Support Works,Sealed Quotation,active,goods,,,false,,,open,,3,0,NPR,0,NPR,2018-05-25T12:00:00+05:45,2018-05-10T00:00:00+05:45,2018-05-10T12:00:00+05:45,2018-05-10T00:00:00+05:45,null,337017,,Laboratory Support Works,10469,n/a,NPR,,
1509,ocds-rw2stw-CMJ-11199/CNM/CULVERT/NCB/18/074/075-2018-05-25T00:00:00+05:45,compiled,2018-05-25T00:00:00+05:45,ocds-rw2stw-CMJ-11199/CNM/CULVERT/NCB/18/074/075,tender,66f7aae0ec6089f13ff8d5a2b4ffbbd9,"Chandannath Municipality , Jumla",CMJ-11199/CNM/CULVERT/NCB/18/074/075,Construction of KAHS to Malavid Slab Culvert.,NCB,active,works,,,false,,,open,,6,0,NPR,0,NPR,2018-06-24T12:00:00+05:45,2018-05-25T00:00:00+05:45,2018-06-14T12:00:00+05:45,2018-05-25T00:00:00+05:45,null,0,Government Budget,Construction of KAHS to Malavid Slab Culvert.,11199,n/a,NPR,,
1510,ocds-rw2stw-CSH-3725/17/074/075-2017-12-06T00:00:00+05:45,compiled,2017-12-06T00:00:00+05:45,ocds-rw2stw-CSH-3725/17/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-3725/17/074/075,Procurement of CO2 Laser,NCB,active,goods,,,false,,,open,,5,0,NPR,0,NPR,2018-01-08T12:00:00+05:45,2017-12-06T00:00:00+05:45,2017-12-29T12:00:00+05:45,2017-12-06T00:00:00+05:45,null,29511,Government Budget,Procurement of CO2 Laser,3725,n/a,NPR,,
1511,ocds-rw2stw-CSH-3688/13/074/075-2017-12-01T00:00:00+05:45,compiled,2017-12-01T00:00:00+05:45,ocds-rw2stw-CSH-3688/13/074/075,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-3688/13/074/075,Construction of Emergency Waiting Block & Extension of OPD Block (First Floor),NCB,active,works,,,false,,,open,,9,0,NPR,0,NPR,2018-01-01T12:00:00+05:45,2017-12-01T00:00:00+05:45,2017-12-22T12:00:00+05:45,2017-12-01T00:00:00+05:45,null,29221,Government Budget,Construction of Emergency Waiting Block & Extension of OPD Block (First Floor),3688,n/a,NPR,,
1512,ocds-rw2stw-CSH-10766/53-074-75-2018-05-16T02:00:00+05:45,compiled,2018-05-16T02:00:00+05:45,ocds-rw2stw-CSH-10766/53-074-75,tender,894965f27c20fe0d58409e389954dd60,Civil Service Hospital,CSH-10766/53-074-75,Procurement of Electric Operation  table,Sealed Quotation,active,goods,,,false,,,open,,3,0,NPR,0,NPR,2018-05-31T12:00:00+05:45,2018-05-16T02:00:00+05:45,2018-05-16T12:00:00+05:45,2018-05-16T02:00:00+05:45,null,29511,,Procurement of Electric Operation  table,10766,n/a,NPR,,
1513,ocds-rw2stw-CRRD-8902/CRRD-01-01/074/75(Re)-2018-07-08T00:00:00+05:45,compiled,2018-07-08T00:00:00+05:45,ocds-rw2stw-CRRD-8902/CRRD-01-01/074/75(Re),tender,3635fb1a227d6a853eaa3e23ac5b3507,Central Regional Road Directorate,CRRD-8902/CRRD-01-01/074/75(Re),Road Rehabilitation & Overlay work,NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-08-21T12:00:00+05:45,2018-07-08T00:00:00+05:45,2018-08-11T12:00:00+05:45,2018-07-08T00:00:00+05:45,null,3130114,Government Budget,Road Rehabilitation & Overlay work,8902,n/a,NPR,,
